3;Rue DU COLLEGE;17000;LA ROCHELLE
19;Rue DU COLLEGE;17000;LA ROCHELLE
31;Rue DU COLLEGE;17000;LA ROCHELLE
2;Rue COLLOT D'HERBOIS;17000;LA ROCHELLE
16;Avenue DE COLMAR;17000;LA ROCHELLE
1;Rue DU COLOMBIER;17000;LA ROCHELLE
1;Rue DU COLOMBIER;17000;LA ROCHELLE
63;Avenue DU COLONEL VICTOR MENARD;17000;LA ROCHELLE
24;Rue DU COMMANDANT CALLOT;17000;LA ROCHELLE
39;Rue DU COMMANDANT L'HERMINIER;17000;LA ROCHELLE
24;Rue DU COMMANDANT L'HERMINIER;17000;LA ROCHELLE
6;Rue DE LA COMMUNE;17000;LA ROCHELLE
3;Rue COMTE DE NICE;17000;LA ROCHELLE
14;Rue COMTE DE NICE;17000;LA ROCHELLE
5;Rue DE LA CONVENTION;17000;LA ROCHELLE
3;Rue DE LA CONVENTION;17000;LA ROCHELLE
5;Rue DE LA CONVENTION;17000;LA ROCHELLE
5;Rue DE LA CONVENTION;17000;LA ROCHELLE
1;Rue DE LA CONVENTION;17000;LA ROCHELLE
5;Rue DE LA CONVENTION;17000;LA ROCHELLE
1;Avenue DE COPENHAGUE;17000;LA ROCHELLE
1;Avenue DE COPENHAGUE;17000;LA ROCHELLE
75;Avenue DES CORDELIERS;17000;LA ROCHELLE
46;Avenue DES CORDELIERS;17000;LA ROCHELLE
52;Avenue DES CORDELIERS;17000;LA ROCHELLE
15;Avenue DES CORDELIERS;17000;LA ROCHELLE
21;Avenue DES CORDELIERS;17000;LA ROCHELLE
73;Avenue DES CORDELIERS;17000;LA ROCHELLE
46;Avenue DES CORDELIERS;17000;LA ROCHELLE
21;Avenue DES CORDELIERS;17000;LA ROCHELLE
;Place DES CORDELIERS;17000;LA ROCHELLE
21;Rue DES CORDERIES;17000;LA ROCHELLE
7 BIS;Rue DU CORDOUAN;17000;LA ROCHELLE
43;Rue DU CORDOUAN;17000;LA ROCHELLE
10;Rue DU CORDOUAN;17000;LA ROCHELLE
15;Rue DU CORDOUAN;17000;LA ROCHELLE
23;Rue DU CORDOUAN;17000;LA ROCHELLE
18;Avenue DES CORSAIRES;17000;LA ROCHELLE
38;Avenue DES CORSAIRES;17000;LA ROCHELLE
35;Avenue DES CORSAIRES;17000;LA ROCHELLE
105;Rue DE COUREILLES;17000;LA ROCHELLE
111;Rue DE COUREILLES;17000;LA ROCHELLE
111;Rue DE COUREILLES;17000;LA ROCHELLE
105;Rue DE COUREILLES;17000;LA ROCHELLE
117;Rue DE COUREILLES;17000;LA ROCHELLE
4;Rue DE LA CRECHE;17000;LA ROCHELLE
8;Rue DES CREUSES;17000;LA ROCHELLE
5;Impasse DES CYPRES;17000;LA ROCHELLE
5;Rue DES DAHLIAS;17000;LA ROCHELLE
26;Cours DAME HILAIRE;17000;LA ROCHELLE
32;Cours DAME HILAIRE;17000;LA ROCHELLE
